SAMPLE	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE	GENE_CLEAN
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_624614	99	587	-	dfrA3_1	1-489/489	========/======	2/2	99.80	87.96	resfinder	J03306	dfrA3	Trimethoprim	dfrA3
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_635727	2	511	+	blaOXA-211_1	69-578/825	.==========....	0/0	61.82	97.84	resfinder	JN861779	blaOXA-211	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid	blaOXA-211
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_652690	1	524	+	aadA7_1	212-735/798	...===========.	0/0	65.66	99.62	resfinder	AF224733	aadA7	Spectinomycin;Streptomycin	aadA7
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_660741	664	2048	-	msr(D)_3	69-1454/1464	========/======	1/1	94.60	94.30	resfinder	AF227520	msr(D)	Azithromycin;Erythromycin;Pristinamycin_IA;Quinupristin;Telithromycin;Virginiamycin_S	msr(D)
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_672647	145	529	-	ant(2'')-Ia_1	150-534/534	....===========	0/0	72.10	99.74	resfinder	X04555	ant(2'')-Ia	Gentamicin;Tobramycin	ant(2'')-Ia
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_675102	1	461	+	blaOXA-464_1	295-755/762	.....==========	0/0	60.50	81.56	resfinder	KU721146	blaOXA-464		blaOXA-464
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_680184	1618	2864	-	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline	tet(A)
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_689453	1490	3415	+	tet(Q)_1	1-1926/1926	===============	0/0	100.00	90.55	resfinder	L33696	tet(Q)	Doxycycline;Minocycline;Tetracycline	tet(Q)
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_694139	72	902	+	blaOXA-4_1	1-831/831	===============	0/0	100.00	100.00	resfinder	AY162283	blaOXA-4		blaOXA-4
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_706552	1	800	+	tet(G)_2	377-1176/1176	....===========	0/0	68.03	95.88	resfinder	AF133140	tet(G)	Doxycycline;Tetracycline	tet(G)
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_718400	19	822	+	lnu(G)_1	1-804/804	===============	0/0	100.00	98.63	resfinder	KX470419	lnu(G)	Lincomycin	lnu(G)
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_739967	1	860	-	mef(A)_3	35-894/1218	============...	0/0	70.61	93.72	resfinder	AF227520	mef(A)	Azithromycin;Erythromycin	mef(A)
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_741809	1	657	+	aph(3')-VIb_1	124-780/780	..=============	0/0	84.23	99.54	resfinder	AJ627643	aph(3')-VIb	Amikacin;Butirosin;Gentamicin;Kanamycin;Neomycin;Paromomycin;Ribostamycin	aph(3')-VIb
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_755415	1	648	-	aadA2_1	18-665/819	=============..	0/0	79.12	100.00	resfinder	NC_010870	aadA2	Spectinomycin;Streptomycin	aadA2
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_755415	1046	1500	-	dfrA12_4	44-498/498	.==============	0/0	91.37	99.78	resfinder	EU650399	dfrA12	Trimethoprim	dfrA12
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_759692	1260	1754	+	lnu(C)_1	1-495/495	===============	0/0	100.00	99.19	resfinder	AY928180	lnu(C)	Lincomycin	lnu(C)
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_76869	1044	1871	+	blaOXA-2_1	1-828/828	===============	0/0	100.00	100.00	resfinder	DQ112222	blaOXA-2	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Ceftazidime;Piperacillin	blaOXA-2
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_775337	1	737	-	aac(3)-IIa_1	1-737/861	=============..	0/0	85.60	99.05	resfinder	X51534	aac(3)-IIa	Gentamicin;Tobramycin	aac(3)-IIa
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_780429	126	918	+	ere(A)_2	1-793/1227	==========.....	0/0	64.63	99.62	resfinder	AF099140	ere(A)	Erythromycin	ere(A)
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_821328	521	1336	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole	sul2
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_834695	2897	3520	+	catP_1	1-624/624	===============	0/0	100.00	100.00	resfinder	U15027	catP	Chloramphenicol	catP
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_83556	1020	2300	+	tet(44)_2	1-1281/1923	==========.....	0/0	66.61	98.05	resfinder	FN594949	tet(44)	Doxycycline;Minocycline;Tetracycline	tet(44)
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_836892	41	846	+	aadA10_1	1-806/834	===============	0/0	96.64	99.38	resfinder	U37105	aadA10	Spectinomycin;Streptomycin	aadA10
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_846673	1058	1852	+	blaOXA-427_1	1-795/795	===============	0/0	100.00	89.31	resfinder	KX827604	blaOXA-427	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam;Temocillin	blaOXA-427
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_849237	388	1188	-	blaOXA-101_1	1-801/801	===============	0/0	100.00	100.00	resfinder	AM412777	blaOXA-101	Amoxicillin;Ampicillin	blaOXA-101
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_853456	258	1475	+	mef(A)_4	1-1218/1218	===============	0/0	100.00	98.44	resfinder	HG423652	mef(A)	Azithromycin;Erythromycin	mef(A)
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_853506	347	1570	+	mef(C)_1	1-1224/1224	===============	0/0	100.00	89.13	resfinder	AB571865	mef(C)	Erythromycin	mef(C)
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_853506	1574	2251	+	mph(G)_1	1-678/885	============...	0/0	76.61	89.68	resfinder	AB571865	mph(G)	Erythromycin	mph(G)
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_864523	149	1375	-	ere(D)_1	1-1227/1227	===============	0/0	100.00	98.53	resfinder	KP265721	ere(D)	Erythromycin	ere(D)
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_865891	467	1249	+	mph(N)_1	1-783/909	=============..	0/0	86.14	95.78	resfinder	KF648874	mph(N)	Erythromycin	mph(N)
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_866758	140	1486	-	tet(Q)_3	616-1963/1965	....====/======	1/1	68.55	97.63	resfinder	U73497	tet(Q)	Doxycycline;Minocycline;Tetracycline	tet(Q)
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_882215	1	760	-	blaAER-1_1	18-777/915	=============..	0/0	83.06	81.97	resfinder	U14748	blaAER-1		blaAER-1
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_891733	6	803	+	aadA13_1	1-798/798	===============	0/0	100.00	100.00	resfinder	AY713504	aadA13	Spectinomycin;Streptomycin	aadA13
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_926320	1	736	-	blaPAU-1_1	1-736/882	=============..	0/0	83.45	98.50	resfinder	MH053445	blaPAU-1	Amoxicillin;Ampicillin;Piperacillin	blaPAU-1
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_941074	2487	3110	-	cat_2	1-624/624	===============	0/0	100.00	96.95	resfinder	M35190	cat	Chloramphenicol	cat
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_97536	503	2422	-	tet(W)_5	1-1920/1920	===============	0/0	100.00	100.00	resfinder	AJ427422	tet(W)	Doxycycline;Minocycline;Tetracycline	tet(W)
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_98541	768	1991	+	mef(C)_1	1-1224/1224	===============	0/0	100.00	92.73	resfinder	AB571865	mef(C)	Erythromycin	mef(C)
SRR35815521	/home/user/ww_amr_batch/contigs/SRR35815521.contigs.fa	k141_98541	1995	2879	+	mph(G)_1	1-885/885	===============	0/0	100.00	89.49	resfinder	AB571865	mph(G)	Erythromycin	mph(G)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_1008982	789	1283	-	lnu(D)_1	1-495/495	===============	0/0	100.00	84.04	resfinder	EF452177	lnu(D)	Lincomycin	lnu(D)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_1008982	2737	3783	-	msr(D)_3	418-1464/1464	....===========	0/0	71.52	92.55	resfinder	AF227520	msr(D)	Azithromycin;Erythromycin;Pristinamycin_IA;Quinupristin;Telithromycin;Virginiamycin_S	msr(D)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_1009972	352	1159	-	cfxA6_1	175-981/996	..======/======	3/5	80.82	85.56	resfinder	GQ342996	cfxA6		cfxA6
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_1014440	1362	3287	+	tet(Q)_1	1-1926/1926	===============	0/0	100.00	90.55	resfinder	L33696	tet(Q)	Doxycycline;Minocycline;Tetracycline	tet(Q)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_1016084	1	971	-	blaCMY-48_1	1-971/1146	=============..	0/0	84.73	99.18	resfinder	HM569226	blaCMY-48	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid	blaCMY-48
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_1018620	252	1055	-	lnu(G)_1	1-804/804	===============	0/0	100.00	98.51	resfinder	KX470419	lnu(G)	Lincomycin	lnu(G)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_1024141	11191	12066	-	blaCTX-M-36_1	1-876/876	===============	0/0	100.00	99.54	resfinder	AB177384	blaCTX-M-36	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin	blaCTX-M-36
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_1048214	44	786	+	mef(A)_2	1-743/1218	==========.....	0/0	61.00	98.52	resfinder	U83667	mef(A)	Azithromycin;Erythromycin	mef(A)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_1059491	248	1051	-	blaOXA-5_1	1-804/804	===============	0/0	100.00	96.39	resfinder	AF347074	blaOXA-5		blaOXA-5
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_1065153	202	878	-	blaACI-1_1	179-855/855	...============	0/0	79.18	100.00	resfinder	AJ007350	blaACI-1	Amoxicillin;Ampicillin;Cefotaxime;Ceftazidime;Ticarcillin	blaACI-1
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_1068557	328	1173	-	aadA11_1	1-846/846	===============	0/0	100.00	99.64	resfinder	AY144590	aadA11	Spectinomycin;Streptomycin	aadA11
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_1071557	146	937	+	aadA11_2	1-792/792	===============	0/0	100.00	99.62	resfinder	AJ567827	aadA11	Spectinomycin;Streptomycin	aadA11
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_1094154	243	1457	+	FloR_4	1-1215/1215	===============	0/0	100.00	100.00	resfinder	CP136914	FloR	Chloramphenicol;Florfenicol	FloR
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_1107343	969	2120	-	blaADC-25_1	1-1152/1152	===============	0/0	100.00	89.93	resfinder	EF016355	blaADC-25		blaADC-25
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_1107385	107	830	-	aadA10_1	1-724/834	==============.	0/0	86.81	99.59	resfinder	U37105	aadA10	Spectinomycin;Streptomycin	aadA10
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_1113721	186	814	-	catB8_1	5-633/633	===============	0/0	99.37	99.52	resfinder	AF227506	catB8	Chloramphenicol	catB8
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_1115215	3930	4553	+	cat_2	1-624/624	===============	0/0	100.00	96.95	resfinder	M35190	cat	Chloramphenicol	cat
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_1115263	1	794	-	erm(X)_1	1-794/855	========/======	2/2	92.75	99.12	resfinder	M36726	erm(X)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S	erm(X)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_116075	340	1102	+	erm(B)_18	1-762/762	========/======	1/1	100.00	99.61	resfinder	X66468	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S	erm(B)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_118350	1659	2399	-	blaOXA-211_1	85-825/825	.==============	0/0	89.82	97.44	resfinder	JN861779	blaOXA-211	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid	blaOXA-211
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_120951	699	1889	+	tet(C)_3	1-1191/1191	===============	0/0	100.00	99.83	resfinder	AF055345	tet(C)	Doxycycline;Tetracycline	tet(C)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_128582	277	1092	-	aph(3')-Ia_1	1-816/816	===============	0/0	100.00	100.00	resfinder	V00359	aph(3')-Ia	Kanamycin	aph(3')-Ia
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_133651	268	849	-	aac(6')-IIc_1	1-582/582	===============	0/0	100.00	100.00	resfinder	NC_012555	aac(6')-IIc	Gentamicin;Tobramycin	aac(6')-IIc
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_133651	989	1852	-	blaGES-5_1	1-864/864	===============	0/0	100.00	100.00	resfinder	DQ236171	blaGES-5	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefoxitin;Ceftazidime;Piperacillin;Ticarcillin	blaGES-5
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_133657	217	849	+	catB2_1	1-633/633	===============	0/0	100.00	100.00	resfinder	AF047479	catB2	Chloramphenicol	catB2
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_133878	711	1505	+	blaOXA-427_1	1-795/795	===============	0/0	100.00	89.31	resfinder	KX827604	blaOXA-427	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam;Temocillin	blaOXA-427
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_137065	68	883	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole	sul2
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_149830	1	1117	+	ere(D)_1	46-1162/1227	===============	0/0	91.04	96.78	resfinder	KP265721	ere(D)	Erythromycin	ere(D)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_164981	213	1073	+	blaSHV-12_1	1-861/861	===============	0/0	100.00	99.88	resfinder	KF976405	blaSHV-12	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin	blaSHV-12
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_16801	1	558	-	blaOXA-464_1	10-567/762	============...	0/0	73.23	80.82	resfinder	KU721146	blaOXA-464		blaOXA-464
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_173049	1449	2249	+	blaOXA-20_2	1-801/801	===============	0/0	100.00	100.00	resfinder	AF024602	blaOXA-20	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid	blaOXA-20
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_174969	181	1005	+	blaOXA-9_1	1-825/825	===============	0/0	100.00	99.88	resfinder	KQ089875	blaOXA-9	Amoxicillin;Ampicillin	blaOXA-9
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_174969	1153	1671	+	aac(6')-31_1	1-519/519	===============	0/0	100.00	94.80	resfinder	AM283489	aac(6')-31	Amikacin;Gentamicin;Isepamicin;Kanamycin;Neomycin;Netilmicin;Sisomicin;Tobramycin	aac(6')-31
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_176430	1	594	+	blaOXA-212_1	232-825/825	....===========	0/0	72.00	97.64	resfinder	JN861780	blaOXA-212		blaOXA-212
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_180354	391	2013	+	mcr-3.17_1	1-1623/1623	===============	0/0	100.00	99.51	resfinder	MH332767	mcr-3.17	Colistin	mcr-3.17
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_180354	2097	3705	+	mcr-3.24_1	18-1626/1626	========/======	13/22	98.28	83.70	resfinder	NG060580	mcr-3.24	Colistin	mcr-3.24
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_195112	1453	2593	+	blaACT-4_2	1-1141/1146	========/======	2/6	99.30	81.03	resfinder	AJ311172	blaACT-4	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid	blaACT-4
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_203098	1	1026	+	ere(A)_2	202-1227/1227	..=============	0/0	83.62	98.05	resfinder	AF099140	ere(A)	Erythromycin	ere(A)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_227840	119	2041	-	tet(44)_2	1-1923/1923	===============	0/0	100.00	98.39	resfinder	FN594949	tet(44)	Doxycycline;Minocycline;Tetracycline	tet(44)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_240401	288	782	-	nimD_1	1-495/495	===============	0/0	100.00	99.19	resfinder	X76949	nimD	Metronidazole	nimD
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_244814	386	2305	-	tet(O)_1	1-1920/1920	===============	0/0	100.00	99.58	resfinder	M18896	tet(O)	Doxycycline;Minocycline;Tetracycline	tet(O)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_249745	1393	4522	-	OqxB_1	1-3130/3153	===============	0/0	99.27	86.90	resfinder	EU370913	OqxB	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim	OqxB
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_249745	4546	5721	-	OqxA_1	1-1176/1176	===============	0/0	100.00	82.48	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim	OqxA
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_252695	362	1585	+	mef(C)_1	1-1224/1224	===============	0/0	100.00	99.92	resfinder	AB571865	mef(C)	Erythromycin	mef(C)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_252695	1590	2474	+	mph(G)_1	1-885/885	===============	0/0	100.00	100.00	resfinder	AB571865	mph(G)	Erythromycin	mph(G)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_256191	1192	1986	-	aph(3')-III_1	1-795/795	===============	0/0	100.00	100.00	resfinder	M26832	aph(3')-III	Amikacin;Butirosin;Isepamicin;Kanamycin;Lividomycin;Neomycin;Paromomycin;Ribostamycin	aph(3')-III
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_265740	588	1385	+	aadA13_1	1-798/798	===============	0/0	100.00	100.00	resfinder	AY713504	aadA13	Spectinomycin;Streptomycin	aadA13
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_287412	3	770	+	blaAER-1_1	148-915/915	..=============	0/0	83.93	94.14	resfinder	U14748	blaAER-1		blaAER-1
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_287421	3	629	+	blaAER-1_1	148-774/915	..===========..	0/0	68.52	98.88	resfinder	U14748	blaAER-1		blaAER-1
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_294770	1495	1959	+	nimA_1	1-465/531	==============.	0/0	87.57	98.92	resfinder	X71444	nimA	Metronidazole	nimA
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_298892	599	1744	+	blaACT-4_2	1-1146/1146	===============	0/0	100.00	80.02	resfinder	AJ311172	blaACT-4	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid	blaACT-4
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_311972	172	999	+	blaOXA-2_1	1-828/828	===============	0/0	100.00	100.00	resfinder	DQ112222	blaOXA-2	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Ceftazidime;Piperacillin	blaOXA-2
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_318736	80	612	+	blaOXA-464_1	191-720/762	...=====/======	3/5	69.42	95.51	resfinder	KU721146	blaOXA-464		blaOXA-464
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_343617	243	479	-	dfrB1_1	1-237/237	===============	0/0	100.00	100.00	resfinder	U36276	dfrB1	Trimethoprim	dfrB1
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_344008	2744	3628	-	mph(E)_1	1-885/885	===============	0/0	100.00	100.00	resfinder	DQ839391	mph(E)	Erythromycin	mph(E)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_344008	3684	5159	-	msr(E)_1	1-1476/1476	===============	0/0	100.00	100.00	resfinder	FR751518	msr(E)	Azithromycin;Erythromycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S	msr(E)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_350261	2	701	-	blaFOX-9_1	157-857/1149	.=======/===...	1/1	60.92	94.29	resfinder	JF896803	blaFOX-9	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid	blaFOX-9
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_350504	1356	2321	-	cfxA3_1	1-966/966	===============	0/0	100.00	99.90	resfinder	AF472622	cfxA3	Ampicillin	cfxA3
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_351243	1385	2572	+	tet(39)_2	1-1188/1188	===============	0/0	100.00	99.92	resfinder	CP044518	tet(39)	Doxycycline;Tetracycline;Tigecycline	tet(39)
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_352337	2909	3703	-	blaOXA-427_1	1-795/795	===============	0/0	100.00	98.99	resfinder	KX827604	blaOXA-427	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam;Temocillin	blaOXA-427
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_364632	584	1066	-	dfrA14_5	1-483/483	===============	0/0	100.00	99.59	resfinder	DQ388123	dfrA14	Trimethoprim	dfrA14
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_364632	1092	1896	-	ant(3'')-Ia_1	168-972/972	..=============	0/0	82.82	99.50	resfinder	X02340	ant(3'')-Ia	Streptomycin	ant(3'')-Ia
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_364632	2465	3295	-	blaOXA-4_1	1-831/831	===============	0/0	100.00	100.00	resfinder	AY162283	blaOXA-4		blaOXA-4
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_372422	1682	2326	+	qnrB19_1	1-645/645	===============	0/0	100.00	100.00	resfinder	EU432277	qnrB19	Ciprofloxacin	qnrB19
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_376837	1043	2179	-	blaMOX-6_1	16-1152/1152	========/======	2/2	98.61	97.80	resfinder	GQ152601	blaMOX-6		blaMOX-6
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_381636	3	601	-	blaOXA-296_1	1-599/855	===========....	0/0	70.06	95.49	resfinder	APOH01000009	blaOXA-296		blaOXA-296
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_387958	130	975	+	aadA16_1	1-846/846	===============	0/0	100.00	99.17	resfinder	EU675686	aadA16	Spectinomycin;Streptomycin	aadA16
SRR35815522	/home/user/ww_amr_batch/contigs/SRR35815522.contigs.fa	k141_393842	692	1426	-	erm(G)_1	1-735/735	===============	0/0	100.00	99.46	resfinder	M15332	erm(G)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S	erm(G)
